OTU_ID	domain	domain_conf	phylum	phylum_conf	class	class_conf	order	order_conf	family	family_conf	genus	genus_conf	species	species_conf	blast_query	blast_strain	blast_16s_completeness	blast_percent_identity	blast_alignment_length	ncbi_avglinkage_otu_id	num_of_sp_in_cluster	num_of_sp_in_db	num_of_otus_with_same_sp
OTU_1300	Bacteria	1	Firmicutes	0.9986	Clostridia	0.9558	Clostridiales	0.9262	Oscillospiraceae	0.4855	Oscillibacter	0.2877	Oscillibacter_valericigenes	0.0141	d:Bacteria,p:Actinobacteria,c:Actinobacteria,o:Streptomycetales,f:Streptomycetaceae,g:Streptomyces,s:Streptomyces_corchorusii	CSSP669_16S	no	100	29	2597	1	2	1
OTU_1302	Bacteria	1	Bacteroidetes	0.9994	Bacteroidia	0.9993	Bacteroidales	0.9993	Porphyromonadaceae	0.9921	Parabacteroides	0.989	Parabacteroides_merdae	0.9392	NA	NA	NA	NA	NA	2599	3	2	2
OTU_1303	Bacteria	1	Proteobacteria	0.9978	Betaproteobacteria	0.9953	Burkholderiales	0.9858	Alcaligenaceae	0.9842	Advenella	0.9663	Advenella_kashmirensis	0.5993	d:Bacteria,p:Proteobacteria,c:Betaproteobacteria,o:Burkholderiales,f:Alcaligenaceae,g:Achromobacter,s:Achromobacter_insolitus	LMG_6003	no	94.6	1456	2980	4	2	1
OTU_1304	Bacteria	1	Actinobacteria	0.9989	Actinobacteria	0.9963	Micrococcales	0.8933	Micrococcaceae	0.8636	Arthrobacter	0.7349	Arthrobacter_alpinus	0.2112	d:Bacteria,p:Proteobacteria,c:Betaproteobacteria,o:Methylophilales,f:Methylophilaceae,g:Methylophilus,s:Methylophilus_glucosoxydans	B_16S	no	100	27	876	6	1	1
OTU_1305	Bacteria	1	Actinobacteria	0.9329	Thermoleophilia	0.8747	Solirubrobacterales	0.6051	Solirubrobacteraceae	0.3638	Solirubrobacter	0.1355	Solirubrobacter_ginsenosidimutans	0.0092	NA	NA	NA	NA	NA	2612	2	1	1
OTU_1306	Bacteria	1	Firmicutes	0.9866	Clostridia	0.9883	Clostridiales	0.981	Clostridiaceae	0.9774	Clostridium	0.9862	Clostridium_subterminale	0.2112	NA	NA	NA	NA	NA	2002	3	4	2
OTU_1307	Bacteria	1	Bacteroidetes	0.9994	Sphingobacteriia	0.9828	Sphingobacteriales	0.97	Sphingobacteriaceae	0.9774	Pedobacter	0.6407	Pedobacter_terrae	0.0341	d:Bacteria,p:Bacteroidetes,c:Sphingobacteriia,o:Sphingobacteriales,f:Sphingobacteriaceae,g:Pedobacter,s:Pedobacter_alluvionis	NWER-II11_16S	no	97	1319	2154	5	1	1
OTU_1308	Bacteria	0	Proteobacteria	0	Epsilonproteobacteria	0	Campylobacterales	0	Helicobacteraceae	0	Helicobacter	0	Helicobacter_mastomyrinus	0	NA	NA	NA	NA	NA	5012	1	1	1
OTU_1309	Bacteria	1	Bacteroidetes	0.9992	Cytophagia	0.9989	Cytophagales	0.9947	Cytophagaceae	0.9774	Spirosoma	0.9663	Spirosoma_linguale	0.3997	d:Bacteria,p:Firmicutes,c:Negativicutes,o:Veillonellales,f:Veillonellaceae,g:Megasphaera,s:Megasphaera_cerevisiae	VTT-E-85230_16S	yes	94.6	37	3000	1	2	1
OTU_131	Bacteria	1	Bacteroidetes	0.9988	Flavobacteriia	0.9992	Flavobacteriales	0.9979	Flavobacteriaceae	0.9985	Flavobacterium	0.9876	Flavobacterium_frigidimaris	0.3055	d:Bacteria,p:Bacteroidetes,c:Flavobacteriia,o:Flavobacteriales,f:Flavobacteriaceae,g:Flavobacterium,s:Flavobacterium_aquidurense	DSM_18293	no	99	1256	240	13	2	1
OTU_1310	Bacteria	1	Proteobacteria	0.9743	Gammaproteobacteria	0.949	Legionellales	0.8313	Legionellaceae	0.8238	Legionella	0.1664	Legionella_shakespearei	0.0141	d:Bacteria,p:Proteobacteria,c:Gammaproteobacteria,o:Methylococcales,f:Methylococcaceae,g:Methylomicrobium,s:Methylomicrobium_japanense	NI_16S	no	100	33	5791	1	1	1
OTU_1311	Bacteria	1	Bacteroidetes	0.956	Cytophagia	0.8882	Cytophagales	0.6662	Cytophagaceae	0.4449	Fibrella	0.114	Fibrella_aestuarina	0.0092	d:Bacteria,p:Firmicutes,c:Negativicutes,o:Veillonellales,f:Veillonellaceae,g:Megasphaera,s:Megasphaera_cerevisiae	VTT-E-85230_16S	yes	92.1	38	3997	1	2	1
OTU_1313	Bacteria	0.8404	Proteobacteria	0.6621	Deltaproteobacteria	0.0813	Desulfuromonadales	0.0522	Geobacteraceae	0.0155	Geobacter	0.0016	Geobacter_uraniireducens	0	NA	NA	NA	NA	NA	2306	3	2	1
OTU_1314	Bacteria	1	Proteobacteria	0.9866	Gammaproteobacteria	0.9883	Pseudomonadales	0.9371	Pseudomonadaceae	0.9432	Pseudomonas	0.7349	Pseudomonas_graminis	0.0541	d:Bacteria,p:Proteobacteria,c:Gammaproteobacteria,o:Pseudomonadales,f:Pseudomonadaceae,g:Azotobacter,s:Azotobacter_chroococcum	IAM_12666	no	92.6	1443	202	48	1	1
OTU_1316	Bacteria	0.7513	Proteobacteria	0.5956	Alphaproteobacteria	0.0773	Rickettsiales	0.0483	Anaplasmataceae	0.0137	Anaplasma	0.0013	Anaplasma_marginale	0	d:Bacteria,p:Proteobacteria,c:Gammaproteobacteria,o:Methylococcales,f:Methylococcaceae,g:Methylomicrobium,s:Methylomicrobium_japanense	NI_16S	no	100	31	3825	2	1	1
OTU_1317	Bacteria	0.8181	Bacteroidetes	0.6954	Cytophagia	0.0773	Cytophagales	0.0561	Hymenobacteraceae	0.0137	Adhaeribacter	0.0014	Adhaeribacter_terreus	0	d:Bacteria,p:Proteobacteria,c:Deltaproteobacteria,o:Myxococcales,f:Sandaracinaceae,g:Sandaracinus,s:Sandaracinus_amylolyticus	NOSO_4	no	96	25	3649	1	2	1
OTU_1318	Bacteria	1	Bacteroidetes	0.9989	Flavobacteriia	0.9983	Flavobacteriales	0.9938	Flavobacteriaceae	0.9905	Myroides	0.9796	Myroides_phaeus	0.7194	d:Bacteria,p:Bacteroidetes,c:Flavobacteriia,o:Flavobacteriales,f:Flavobacteriaceae,g:Myroides,s:Myroides_profundi	D25_16S	no	96.3	1342	5486	1	1	1
OTU_132	Bacteria	1	Proteobacteria	0.9979	Alphaproteobacteria	0.9963	Sphingomonadales	0.9924	Sphingomonadaceae	0.9751	Sphingomonas	0.9663	Sphingomonas_insulae	0.494	d:Bacteria,p:Proteobacteria,c:Alphaproteobacteria,o:Sphingomonadales,f:Sphingomonadaceae,g:Sandaracinobacter,s:Sandaracinobacter_sibiricus	RB16-17_16S	no	91.3	1400	3529	2	1	1
OTU_1320	Bacteria	0.2393	Firmicutes	0.1964	Negativicutes	0.0274	Selenomonadales	0.015	Selenomonadaceae	0.0015	Mitsuokella	3e-4	Mitsuokella_jalaludinii	0	NA	NA	NA	NA	NA	1308	2	1	1
OTU_1321	Bacteria	0.4619	Firmicutes	0.2629	Bacilli	0.0362	Bacillales	0.0199	Paenibacillaceae	0.002	Paenibacillus	4e-4	Paenibacillus_rhizosphaerae	0	d:Bacteria,p:Actinobacteria,c:Actinobacteria,o:Corynebacteriales,f:Corynebacteriaceae,g:Corynebacterium,s:Corynebacterium_frankenforstense	ST18_16S	no	90.2	51	1673	4	1	1
OTU_1322	Bacteria	0.4396	Proteobacteria	0.2629	Deltaproteobacteria	0.0362	Desulfuromonadales	0.0199	Geobacteraceae	0.002	Geopsychrobacter	4e-4	Geopsychrobacter_electrodiphilus	0	NA	NA	NA	NA	NA	3144	1	1	1
OTU_1323	Bacteria	1	Actinobacteria	0.93	Acidimicrobiia	0.6724	Acidimicrobiales	0.3478	Acidimicrobiaceae	0.1298	Ilumatobacter	0.0118	Ilumatobacter_nonamiensis	1e-4	d:Bacteria,p:Firmicutes,c:Clostridia,o:Clostridiales,f:Syntrophomonadaceae,g:Thermosyntropha,s:Thermosyntropha_lipolytica	JW265_16S	no	96.7	30	4684	2	1	1
OTU_1324	Bacteria	1	Proteobacteria	0.952	Deltaproteobacteria	0.895	Myxococcales	0.6992	Sandaracinaceae	0.5624	Sandaracinus	0.4089	Sandaracinus_amylolyticus	0.0641	d:Bacteria,p:Proteobacteria,c:Deltaproteobacteria,o:Myxococcales,f:Sandaracinaceae,g:Sandaracinus,s:Sandaracinus_amylolyticus	NOSO_4	no	92.7	1467	5579	1	1	1
OTU_1325	Bacteria	1	Bacteroidetes	0.9989	Flavobacteriia	0.9991	Flavobacteriales	0.9972	Flavobacteriaceae	0.9979	Chryseobacterium	0.8292	Chryseobacterium_chaponense	0.494	d:Bacteria,p:Bacteroidetes,c:Flavobacteriia,o:Flavobacteriales,f:Flavobacteriaceae,g:Chryseobacterium,s:Chryseobacterium_chaponense	Sa_1147-06	no	99.5	1400	144	5	1	1
OTU_1326	Bacteria	0.3951	Proteobacteria	0.2297	Gammaproteobacteria	0.0318	Nevskiales	0.0175	Sinobacteraceae	0.0018	Fontimonas	3e-4	Fontimonas_thermophila	0	NA	NA	NA	NA	NA	4477	1	1	1
OTU_1327	Bacteria	1	Proteobacteria	0.9743	Gammaproteobacteria	0.949	Enterobacterales	0.9152	Enterobacteriaceae	0.8238	Shigella	0.5302	Shigella_flexneri	0.2112	d:Bacteria,p:Proteobacteria,c:Gammaproteobacteria,o:Enterobacterales,f:Pectobacteriaceae,g:Brenneria,s:Brenneria_alni	pvfi20_16S	no	99	1225	1	21	2	1
OTU_1328	Bacteria	1	Actinobacteria	0.9804	Actinobacteria	0.9693	Micrococcales	0.7653	Microbacteriaceae	0.6769	Frondihabitans	0.2271	Frondihabitans_sucicola	0.0241	d:Bacteria,p:Actinobacteria,c:Actinobacteria,o:Micrococcales,f:Micrococcaceae,g:Arthrobacter,s:Arthrobacter_livingstonensis	LI2_16S	no	90.1	111	3448	4	1	1
OTU_1329	Bacteria	0.974	Proteobacteria	0.8487	Deltaproteobacteria	0.2594	Bdellovibrionales	0.1102	Bdellovibrionaceae	0.0462	Bdellovibrio	0.0032	Bdellovibrio_bacteriovorus	0	NA	NA	NA	NA	NA	1281	1	2	1
OTU_133	Bacteria	1	Proteobacteria	0.9986	Gammaproteobacteria	0.9987	Pseudomonadales	0.9938	Pseudomonadaceae	0.9905	Pseudomonas	0.973	Pseudomonas_aeruginosa	0.9346	d:Bacteria,p:Proteobacteria,c:Gammaproteobacteria,o:Pseudomonadales,f:Pseudomonadaceae,g:Pseudomonas,s:Pseudomonas_guezennei	RA26_16S	yes	98.5	1379	348	4	6	1
OTU_1330	Bacteria	1	Proteobacteria	0.9968	Betaproteobacteria	0.9933	Burkholderiales	0.959	Comamonadaceae	0.9034	Limnohabitans	0.8292	Limnohabitans_planktonicus	0.3055	d:Bacteria,p:Proteobacteria,c:Betaproteobacteria,o:Burkholderiales,f:Comamonadaceae,g:Limnohabitans,s:Limnohabitans_australis	MWH-BRAZ-DAM2D_16S	no	95.9	1450	5891	1	1	1
OTU_1331	Bacteria	0.3283	Firmicutes	0.1631	Bacilli	0.0229	Bacillales	0.0126	Staphylococcaceae	0.0013	Staphylococcus	2e-4	Staphylococcus_carnosus	0	NA	NA	NA	NA	NA	239	42	5	1
OTU_1332	Bacteria	1	Actinobacteria	0.9906	Actinobacteria	0.9893	Micrococcales	0.8933	Microbacteriaceae	0.7915	Alpinimonas	0.3483	Alpinimonas_psychrophila	0.0541	d:Bacteria,p:Actinobacteria,c:Actinobacteria,o:Micrococcales,f:Microbacteriaceae,g:Leucobacter,s:Leucobacter_komagatae	DSM_8803	yes	93.4	946	3180	2	1	1
OTU_1333	Bacteria	1	Actinobacteria	0.9215	Thermoleophilia	0.6967	Solirubrobacterales	0.3906	Conexibacteraceae	0.1775	Conexibacter	0.0282	Conexibacter_arvalis	0.0026	NA	NA	NA	NA	NA	1622	2	1	1
OTU_1334	Bacteria	0.7736	Proteobacteria	0.6289	Deltaproteobacteria	0.0732	Desulfuromonadales	0.0444	Geobacteraceae	0.0118	Geobacter	0.0013	Geobacter_luticola	0	NA	NA	NA	NA	NA	4864	1	1	1
OTU_1335	Bacteria	1	Actinobacteria	0.9947	Actinobacteria	0.9923	Propionibacteriales	0.981	Nocardioidaceae	0.8437	Friedmanniella	0.8292	Friedmanniella_antarctica	0.2112	NA	NA	NA	NA	NA	664	5	1	1
OTU_1337	Bacteria	1	Firmicutes	0.9977	Bacilli	0.9903	Bacillales	0.981	Paenibacillaceae	0.9432	Paenibacillus	0.8292	Paenibacillus_castaneae	0.3055	d:Bacteria,p:Firmicutes,c:Bacilli,o:Bacillales,f:Paenibacillaceae,g:Cohnella,s:Cohnella_cellulosilytica	FCN3-3_16S	no	90.8	912	2343	1	1	1
OTU_1338	Bacteria	0.0202	Firmicutes	0.0364	Bacilli	0.0052	Lactobacillales	5e-4	Lactobacillaceae	1e-4	Lactobacillus	0	Lactobacillus_shenzhenensis	0	NA	NA	NA	NA	NA	5668	1	1	1
OTU_134	Bacteria	1	Actinobacteria	1	Actinobacteria	1	Corynebacteriales	0.9891	Mycobacteriaceae	0.9819	Mycobacterium	0.9876	Mycobacterium_chelonae	0.5993	d:Bacteria,p:Actinobacteria,c:Actinobacteria,o:Corynebacteriales,f:Nocardiaceae,g:Nocardia,s:Nocardia_pseudovaccinii	DSM_43406	no	93.1	1355	3186	6	4	2
OTU_1340	Bacteria	1	Proteobacteria	0.9763	Betaproteobacteria	0.9558	Burkholderiales	0.8643	Comamonadaceae	0.6006	Rhodoferax	0.2877	Rhodoferax_ferrireducens	0.0441	d:Bacteria,p:Proteobacteria,c:Betaproteobacteria,o:Burkholderiales,f:unsure_unclassified_Burkholderiales,g:Sphaerotilus,s:Sphaerotilus_natans	D-501_16S	no	90.7	1398	171	4	1	1
OTU_1342	Bacteria	1	Actinobacteria	0.9978	Actinobacteria	0.9933	Propionibacteriales	0.9481	Nocardioidaceae	0.9631	Marmoricola	0.7821	Marmoricola_korecus	0.3997	d:Bacteria,p:Actinobacteria,c:Actinobacteria,o:Actinomycetales,f:Actinomycetaceae,g:Actinomyces,s:Actinomyces_hyovaginalis	BM_1192/5	no	94.9	39	639	3	1	1
OTU_1343	Bacteria	1	Proteobacteria	0.9845	Gammaproteobacteria	0.9828	Pseudomonadales	0.9043	Pseudomonadaceae	0.8835	Pseudomonas	0.5908	Pseudomonas_abietaniphila	0.0441	d:Bacteria,p:Proteobacteria,c:Gammaproteobacteria,o:Pseudomonadales,f:Pseudomonadaceae,g:Pseudomonas,s:Pseudomonas_guezennei	RA26_16S	yes	95.2	1347	202	48	1	1
OTU_1344	Bacteria	1	Actinobacteria	0.9947	Actinobacteria	0.9923	Micrococcales	0.9152	Microbacteriaceae	0.8437	Subtercola	0.4696	Subtercola_boreus	0.0641	d:Bacteria,p:Actinobacteria,c:Actinobacteria,o:Micrococcales,f:Microbacteriaceae,g:Microbacterium,s:Microbacterium_aurantiacum	CIP_105730	no	94.2	1370	927	1	2	1
OTU_1345	Bacteria	1	Gemmatimonadetes	0.9215	Gemmatimonadetes	0.6967	Gemmatimonadales	0.3906	Gemmatimonadaceae	0.2014	Gemmatimonas	0.0497	Gemmatimonas_aurantiaca	0.0043	NA	NA	NA	NA	NA	1269	1	2	1
OTU_1346	Bacteria	1	Proteobacteria	0.952	Betaproteobacteria	0.9085	Burkholderiales	0.7322	Burkholderiaceae	0.6387	Paraburkholderia	0.1664	Paraburkholderia_megapolitana	0.0241	d:Bacteria,p:Proteobacteria,c:Betaproteobacteria,o:Burkholderiales,f:Burkholderiaceae,g:Paraburkholderia,s:Paraburkholderia_caryophylli	ATCC_25418	yes	95.7	1434	NA	NA	NA	NA
OTU_1347	Bacteria	1	Actinobacteria	0.8487	Thermoleophilia	0.3399	Solirubrobacterales	0.1632	Patulibacteraceae	0.0571	Patulibacter	0.0037	Patulibacter_ginsengiterrae	0	d:Bacteria,p:DeinococcusThermus,c:Deinococci,o:Thermales,f:Thermaceae,g:Meiothermus,s:Meiothermus_ruber	DSM_1279	no	90.9	33	2563	4	1	1
OTU_1348	Bacteria	0.5064	Firmicutes	0.2962	Bacilli	0.0407	Bacillales	0.0223	Paenibacillaceae	0.0023	Cohnella	4e-4	Cohnella_ginsengisoli	0	NA	NA	NA	NA	NA	5110	1	1	1
OTU_1349	Bacteria	1	Proteobacteria	0.9886	Alphaproteobacteria	0.9893	Rhizobiales	0.981	Methylobacteriaceae	0.9034	Methylobacterium	0.9235	Methylobacterium_cerastii	0.3055	d:Bacteria,p:Proteobacteria,c:Gammaproteobacteria,o:Pseudomonadales,f:Pseudomonadaceae,g:Pseudomonas,s:Pseudomonas_salomonii	CFBP_2022	no	91.5	94	4242	4	1	1
OTU_135	Bacteria	1	Actinobacteria	1	Actinobacteria	0.9988	Micrococcales	0.9841	Micrococcaceae	0.9819	Rothia	0.9869	Rothia_dentocariosa	0.9483	NA	NA	NA	NA	NA	754	3	2	1
OTU_1350	Bacteria	1	Actinobacteria	0.9886	Actinobacteria	0.9883	Micrococcales	0.8313	Microbacteriaceae	0.7915	Amnibacterium	0.2877	Amnibacterium_kyonggiense	0.0441	NA	NA	NA	NA	NA	5296	1	1	1
OTU_1351	Bacteria	1	Proteobacteria	0.8973	Betaproteobacteria	0.6481	Burkholderiales	0.1897	Comamonadaceae	0.082	Schlegelella	0.0079	Schlegelella_thermodepolymerans	3e-4	d:Bacteria,p:Proteobacteria,c:Betaproteobacteria,o:Burkholderiales,f:Burkholderiaceae,g:Paraburkholderia,s:Paraburkholderia_caryophylli	ATCC_25418	yes	90.6	1451	42	2	1	1
OTU_1352	Bacteria	0.6177	Planctomycetes	0.4293	Planctomycetia	0.053	Planctomycetales	0.0327	Isosphaeraceae	0.0063	Isosphaera	8e-4	Isosphaera_pallida	0	NA	NA	NA	NA	NA	1572	1	2	1
OTU_1353	Bacteria	1	Bacteroidetes	0.9992	Sphingobacteriia	0.9903	Sphingobacteriales	0.9858	Sphingobacteriaceae	0.9842	Mucilaginibacter	0.7821	Mucilaginibacter_paludis	0.0541	d:Bacteria,p:Bacteroidetes,c:Sphingobacteriia,o:Sphingobacteriales,f:Sphingobacteriaceae,g:Mucilaginibacter,s:Mucilaginibacter_polysacchareus	DRP28_16S	no	94.1	1297	3083	1	1	1
OTU_1354	Bacteria	0.1207	Proteobacteria	0.0989	Alphaproteobacteria	0.0141	Rickettsiales	0.0078	Rickettsiaceae	8e-4	Orientia	1e-4	Orientia_tsutsugamushi	0	NA	NA	NA	NA	NA	188	2	3	1
OTU_1355	Bacteria	0.2615	Proteobacteria	0.1631	Gammaproteobacteria	0.0185	Xanthomonadales	0.0102	Rhodanobacteraceae	0.001	Dyella	2e-4	Dyella_japonica	0	NA	NA	NA	NA	NA	2131	8	2	1
OTU_1356	Bacteria	1	Proteobacteria	0.9825	Deltaproteobacteria	0.9693	Bdellovibrionales	0.9152	Bacteriovoracaceae	0.8238	Peredibacter	0.7821	Peredibacter_starrii	0.7194	NA	NA	NA	NA	NA	843	1	1	1
OTU_1359	Bacteria	1	Proteobacteria	0.9992	Alphaproteobacteria	0.9989	Rickettsiales	0.98740000000000006	Rickettsiaceae	0.9864	Rickettsia	0.9796	Rickettsia_monacensis	0.0541	NA	NA	NA	NA	NA	238	28	1	1
OTU_136	Bacteria	1	Bacteroidetes	0.9994	Bacteroidia	0.9993	Bacteroidales	0.9993	Bacteroidaceae	0.9913	Bacteroides	0.9928	Bacteroides_vulgatus	0.9392	d:Bacteria,p:Bacteroidetes,c:Bacteroidia,o:Bacteroidales,f:Bacteroidaceae,g:Bacteroides,s:Bacteroides_vulgatus	JCM_5826	no	99.4	1398	3854	1	4	2
OTU_1362	Bacteria	1	Proteobacteria	0.9479	Alphaproteobacteria	0.9017	Rhodospirillales	0.4864	Acetobacteraceae	0.3232	Rhodovastum	0.0497	Rhodovastum_atsumiense	0.0043	d:Bacteria,p:Proteobacteria,c:Alphaproteobacteria,o:Rhodospirillales,f:Acetobacteraceae,g:Komagataeibacter,s:Komagataeibacter_swingsii	DST_GL01	no	92.7	1415	4695	1	1	1
OTU_1363	Bacteria	0.5287	Firmicutes	0.3627	Bacilli	0.0489	Bacillales	0.0288	Staphylococcaceae	0.0026	Macrococcus	5e-4	Macrococcus_bovicus	0	NA	NA	NA	NA	NA	1663	8	1	1
OTU_1365	Bacteria	0.0202	Firmicutes	0.0052	Clostridia	8e-4	Clostridiales	5e-4	Peptostreptococcaceae	1e-4	Peptoclostridium	0	Peptoclostridium_acidaminophilum	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
OTU_1366	Bacteria	1	Proteobacteria	0.9314	Gammaproteobacteria	0.8182	Legionellales	0.4666	Coxiellaceae	0.2826	Diplorickettsia	0.0926	Diplorickettsia_massiliensis	0.0076	NA	NA	NA	NA	NA	5460	1	1	1
OTU_1368	Bacteria	1	Bacteroidetes	0.9978	Bacteroidia	0.895	Bacteroidales	0.6992	Porphyromonadaceae	0.6006	Porphyromonas	0.2271	Porphyromonas_catoniae	0.0092	d:Bacteria,p:Proteobacteria,c:Gammaproteobacteria,o:Pseudomonadales,f:Moraxellaceae,g:Acinetobacter,s:Acinetobacter_calcoaceticus	LMG_1046	yes	96.2	26	458	1	2	1
OTU_1369	Bacteria	1	Bacteroidetes	0.9992	Sphingobacteriia	0.9625	Sphingobacteriales	0.9371	Sphingobacteriaceae	0.9432	Mucilaginibacter	0.5908	Mucilaginibacter_dorajii	0.0141	d:Bacteria,p:Bacteroidetes,c:Sphingobacteriia,o:Sphingobacteriales,f:Sphingobacteriaceae,g:Mucilaginibacter,s:Mucilaginibacter_polysacchareus	DRP28_16S	no	94.7	1290	5474	1	1	1
OTU_137	Bacteria	1	Proteobacteria	0.9985	Gammaproteobacteria	0.9987	Thiotrichales	0.9938	Francisellaceae	0.8437	Francisella	0.4089	Francisella_persica	0.0076	d:Bacteria,p:Actinobacteria,c:Actinobacteria,o:Corynebacteriales,f:Williamsiaceae,g:Williamsia,s:Williamsia_serinedens	IMMIB_SR-4	no	91.4	35	NA	NA	NA	NA
OTU_1370	Bacteria	1	Verrucomicrobia	0.929	Verrucomicrobiae	0.4205	Verrucomicrobiales	0.1897	Verrucomicrobiaceae	0.0462	Verrucomicrobium	0.0032	Verrucomicrobium_spinosum	0	d:Bacteria,p:Chlamydiae,c:Chlamydiia,o:Chlamydiales,f:Parachlamydiaceae,g:Candidatus_Protochlamydia,s:Protochlamydia_naegleriophila	KNic_16S	no	93.3	30	482	1	1	1
OTU_1371	Bacteria	1	Proteobacteria	0.9763	Deltaproteobacteria	0.949	Bdellovibrionales	0.8643	Bacteriovoracaceae	0.5624	Bacteriovorax	0.4089	Bacteriovorax_stolpii	0.0641	NA	NA	NA	NA	NA	2881	1	2	1
OTU_1372	Bacteria	0	Proteobacteria	0	Gammaproteobacteria	0	unsure_unclassified_Gammaproteobacteria	0	unsure_Candidatus_Baumannia	0	unclassified	0	Baumannia_cicadellinicola	0	NA	NA	NA	NA	NA	3922	1	1	1
OTU_1373	Bacteria	1	Bacteroidetes	0.9981	Chitinophagia	0.922	Chitinophagales	0.8313	Chitinophagaceae	0.8238	Flavihumibacter	0.0497	Flavihumibacter_petaseus	0.0043	d:Bacteria,p:Bacteroidetes,c:Chitinophagia,o:Chitinophagales,f:Chitinophagaceae,g:Flavitalea,s:Flavitalea_gansuensis	JCN-23_16S	no	93	1436	4860	1	2	1
OTU_1374	Bacteria	1	Proteobacteria	0.9681	Alphaproteobacteria	0.9355	Rhodobacterales	0.7983	Rhodobacteraceae	0.7915	Amaricoccus	0.5302	Amaricoccus_macauensis	0.0241	NA	NA	NA	NA	NA	1747	2	1	1
OTU_1375	Bacteria	1	Proteobacteria	0.9319	Gammaproteobacteria	0.8182	Legionellales	0.4335	Coxiellaceae	0.242	Coxiella	0.0711	Coxiella_burnetii	0.0059	NA	NA	NA	NA	NA	3962	1	2	1
OTU_1376	Bacteria	1	Proteobacteria	0.964	Alphaproteobacteria	0.9287	Sphingomonadales	0.7322	Sphingomonadaceae	0.6006	Sphingomonas	0.3483	Sphingomonas_aerolata	0.0141	d:Bacteria,p:Proteobacteria,c:Alphaproteobacteria,o:Sphingomonadales,f:Sphingomonadaceae,g:Sphingomonas,s:Sphingomonas_xinjiangensis	10-1-84_16S	no	91.9	1405	2905	4	1	1
OTU_1378	Bacteria	1	Bacteroidetes	0.9992	Sphingobacteriia	0.9883	Sphingobacteriales	0.981	Sphingobacteriaceae	0.9797	Pedobacter	0.8292	Pedobacter_duraquae	0.0541	d:Bacteria,p:Bacteroidetes,c:Sphingobacteriia,o:Sphingobacteriales,f:Sphingobacteriaceae,g:Pedobacter,s:Pedobacter_alluvionis	NWER-II11_16S	no	94.4	1331	1620	9	1	1
OTU_1379	Bacteria	1	Planctomycetes	0.9979	Planctomycetia	0.9963	Planctomycetales	0.9938	Isosphaeraceae	0.7915	Singulisphaera	0.114	Singulisphaera_rosea	0.0026	d:Bacteria,p:Planctomycetes,c:Planctomycetia,o:Planctomycetales,f:Isosphaeraceae,g:Aquisphaera,s:Aquisphaera_giovannonii	OJF8_16S	no	91.1	1435	5374	1	1	1
OTU_138	Bacteria	1	Firmicutes	0.9927	Clostridia	0.9913	Clostridiales	0.98740000000000006	Clostridiaceae	0.9631	Clostridium	0.973	Clostridium_disporicum	0.8396	NA	NA	NA	NA	NA	415	2	1	1
OTU_1382	Bacteria	1	Proteobacteria	0.9359	Alphaproteobacteria	0.8815	Rhizobiales	0.526	Methylobacteriaceae	0.3638	Methylobacterium	0.1355	Methylobacterium_cerastii	0.0059	d:Bacteria,p:Proteobacteria,c:Alphaproteobacteria,o:Rhizobiales,f:Methylobacteriaceae,g:Methylobacterium,s:Methylobacterium_organophilum	JCM_2833	yes	92.8	905	4242	4	1	1
OTU_1383	Bacteria	1	Fusobacteria	0.9992	Fusobacteriia	0.9903	Fusobacteriales	0.9858	Leptotrichiaceae	0.9842	Leptotrichia	0.9796	Leptotrichia_wadei	0.3997	d:Bacteria,p:Fusobacteria,c:Fusobacteriia,o:Fusobacteriales,f:Fusobacteriaceae,g:Propionigenium,s:Propionigenium_maris	10succ1_16S	no	100	30	1871	1	2	1
OTU_1384	Bacteria	0.5509	Actinobacteria	0.3627	Actinobacteria	0.0489	Micrococcales	0.0288	Microbacteriaceae	0.0045	Naasia	5e-4	Naasia_aerilata	0	d:Bacteria,p:Firmicutes,c:Bacilli,o:Bacillales,f:Paenibacillaceae,g:Paenibacillus,s:Paenibacillus_pueri	b09i-3_16S	no	93.8	32	4531	1	1	1
OTU_1385	Bacteria	1	Proteobacteria	0.9982	Betaproteobacteria	0.9983	Neisseriales	0.9938	Neisseriaceae	0.9887	Neisseria	0.9531	Neisseria_perflava	0.8396	d:Bacteria,p:Proteobacteria,c:Betaproteobacteria,o:Neisseriales,f:Neisseriaceae,g:Neisseria,s:Neisseria_mucosa	N16_16S	no	97.7	1452	213	8	1	1
OTU_1386	Bacteria	1	Actinobacteria	0.9978	Actinobacteria	0.9943	Corynebacteriales	0.9152	Williamsiaceae	0.8238	Williamsia	0.7821	Williamsia_limnetica	0.3055	d:Bacteria,p:Actinobacteria,c:Actinobacteria,o:Corynebacteriales,f:Williamsiaceae,g:Williamsia,s:Williamsia_faeni	N1350_16S	no	98.1	1392	1971	4	1	1
OTU_1387	Bacteria	1	Proteobacteria	0.9977	Alphaproteobacteria	0.9933	Rickettsiales	0.9858	Candidatus_Midichloriaceae	0.9842	Candidatus_Midichloria	0.9883	Candidatus_Midichloria	0.9698	d:Bacteria,p:Proteobacteria,c:Epsilonproteobacteria,o:unsure_unclassified_Epsilonproteobacteria,f:unclassified,g:Sulfurovum,s:Sulfurovum_lithotrophicum	42BKT_16S	no	100	43	3846	1	1	1
